Share,Category,Sector,RM,Up,Last Traded Price,Percentage Change,High Price,Low Price,% High Movt,% Low movt,Yearly Gainner,27th Dec,1st Feb,1st March,1st April,TB,RH,Corr,PeRatio,New Pe,W52_High,Corre,latest,Annual_Pat,Cum PAT 3 Quarter,Pat Jump,Annual Growth,Year End,Mar_17_ReportedPAT,Dec_16_ReportedPAT,Sep_16_ReportedPAT,Jun_16_ReportedPAT,Mar_16_ReportedPAT,Dec_15_ReportedPAT,Y oY PAT,LQ>0.5(4q's),PAT Growth,PeRatio,ResultDate,Mar_17_Inst_no_of_shares,Dec_16_Inst_no_of_shares,Int/ Incr/ Decr,Pledge,DividendYield,DERatio,FB,Mar_17_Eps_Before,Dec_16_Eps_Before,Sep_16_Eps_Before,Jun_16_Eps_Before,Mar_16_Eps_Before,Dec_15_Eps_Before,Annual_Eps,Volume,MarketCap,Annual_Pat,EquityCapital,FaceValue,New Listing,PE High Price High,Future,Cap Category
MMTC,RS,METALS AND MINING,#REF!,#REF!,66.15,-1.36,66.75,65.2,0.008988764,0.014570552,71%,28%,6%,5%,7%,,71,7%,65.56,22,73.9,10%,,66.4,77.87,11.47,G,,,74.43,10.45,-7.01,23.1,19.89,Y,,Y,65.56,42779,17,19,-2,0,0.45,0.38,FB,#REF!,0.74,0.1,-0.07,0.23,0.2,-1.05,18.66080359,6615,66.4,100,1,,,,MidCap
MOHITIND,HWLV,TEXTILES AND APPAREL,#N/A,#N/A,48.7,#N/A,#N/A,#N/A,#N/A,#N/A,-4%,78%,11%,22%,16%,,55.1,12%,18.47,22.97169811,88.4,45%,,2.1666,2.2948,0.1282,,,,0.7136,0.5972,0.984,1.2089,0.7646,Y,,Y,18.47,42760,,,,0,2.05,1.99,,#REF!,0.53,0.54,0.7,0.86,0.56,1.54,0.650495286,69,2.1666,14.1576,10,,,,MiniCap
MOIL,Buy,METALS AND MINING,Manganese Ore,Price,333.45,-1.42,336.85,327.3,0.010093513,0.018790101,50%,-1%,-4%,-6%,6%,,374,11%,21.05,11,428.9,22%,,172.7739,190.0354,17.2615,G,,,101.4188,41.4668,47.1498,21.3762,13.1604,Y,,Y,21.05,42780,112,108,4,0,1.49,0,,#REF!,7.61,2.47,2.81,1.27,0.78,10.28,20.07010793,4441,172.7739,133.1878,10,,,,SmallCap
MOLDTECH,NL,REALTY-HOUSEHOLD,#N/A,#N/A,52.95,-1.7,53.05,51.6,0.001885014,0.026162791,,22%,12%,6%,0%,,56.3,6%,36.59,28,57.5,8%,,5.7742,3.4174,-2.3568,,,,1.326,0.7563,1.3351,0.5035,2.014,Y,,Y,36.59,42775,1,1,0,0,1.51,0.26,,#REF!,0.47,0.27,0.47,0.18,3.58,2.05,0.142982889,143,5.7742,5.3566,2,MOLDTECH,,,MiniCap
MOLDTKPAC,HWLV,FMCG-PACKAGING,#REF!,#REF!,310.05,-1.63,314.5,302.75,0.014149444,0.024112304,71%,66%,51%,38%,34%,,297,-4%,31.37,51,315,2%,,24.1,,,,,,4.2066,,,,,,,,31.37,42776,20,20,0,0,1.04,0.2,,#REF!,1.52,#REF!,#REF!,#REF!,#REF!,8.7,0.562992023,859,24.1,13.8455,5,,,,MiniCap
MONNETISPA,Exit,METALS AND MINING,#N/A,#N/A,41.35,-1.81,42.15,40.5,0.018979834,0.020987654,57%,86%,52%,22%,21%,,41.35,0%,0,0,42.8,3%,,-1866.67,-1274.32,592.35,,,,-506.64,-408.95,-358.73,-434,-479.17,,,,0,42780,38,43,-5,10,0,25.07,FB,#REF!,-24.89,-20.71,-17.87,-21.79,-70.7,-187.48,3.415925252,830,-1866.67,200.77,10,,,,MiniCap
MONSANTO,HWV,CHEMICALS,#REF!,#REF!,2662.55,-1.41,2672.75,2605.1,0.003816294,0.022052896,55%,19%,17%,8%,5%,,2604,-2%,31.17,19,2746.7,3%,,101.25,117.42,16.17,G,,30.11,59.93,0.89,56.6,24.08,40.76,Y,,Y,31.17,42860,70,61,9,0,1.12,0,,17.44,34.72,0.52,32.78,13.95,23.62,56.66,4.089442,4596,101.25,17.26,10,,,,SmallCap
MONTECARLO,BWLV,TEXTILES AND APPAREL,#N/A,#N/A,464.1,#N/A,#N/A,#N/A,#N/A,#N/A,19%,17%,17%,20%,13%,,449.4,-3%,20.74,7,510,9%,,58.9384,49.3838,-9.5546,G,,,33.9398,13.4006,2.0434,-0.6821,44.508,Y,,Y,20.74,42776,12,19,-7,0,0,0.13,,#REF!,15.62,6.17,0.94,-0.31,20.48,27.12,0.384604911,1009,58.9384,21.7321,10,,,,SmallCap
MORARJEE,HWLV,TEXTILES AND APPAREL,#N/A,#N/A,54,#N/A,#N/A,#N/A,#N/A,#N/A,73%,16%,-4%,-1%,-3%,,63.5,15%,10.16,23,74,27%,,16.49,12.13,-4.36,,,,2.74,5.56,3.83,7.24,3.63,Y,,Y,10.16,42870,31,29,2,0,2.59,3.18,,#REF!,0.6,1.38,0.9,1.84,0,3.93,0.18081291,196,16.49,25.43,7,,,,MiniCap
MOREPENLAB,HWV,PHARMA,#REF!,#REF!,22.3,0.9,23.05,22.25,0.032537961,0.002247191,-26%,12%,9%,6%,17%,,23.95,7%,43.54,62,28.85,23%,,12.799,15.3131,2.5141,,,7.7287,4.2733,7.0265,4.0133,2.7686,7.284,Y,,Y,43.54,42854,26,28,-2,0,0,0.9,,0.17,0.09,0.16,0.09,0.16,0.16,0.38,1.535786349,1003,12.799,89.9586,2,,,,SmallCap
MOSERBAER,Exit,IT,#N/A,#N/A,5.4,#N/A,#N/A,#N/A,#N/A,#N/A,-18%,-15%,-31%,-26%,-21%,TB,8.3,35%,0,-0.045685279,10.25,47%,,-975.01,-962.89,12.12,,,,-655.36,-223.63,-83.9,-101.43,-101.15,,,,0,42775,13,14,-1,83.37,0,-0.69,FB,#REF!,-29.55,-10.08,-3.78,-4.57,-4.56,-44.49,0.306882304,120,-975.01,221.77,10,,,,MiniCap
MOTHERSUMI,HWV,AUTO-AUTOMOBILES AND AUTO PARTS,#N/A,#N/A,409.2,-1.43,410.6,401.6,0.003409644,0.018924303,47%,34%,26%,17%,10%,,410.3,0%,30.51,34.56081081,411.4,1%,,1756.29,1325.77,-430.52,G,,,486.44,438.41,400.92,580.23,390.16,Y,,Y,30.51,42874,796,782,14,7.77,0.61,1.41,,#REF!,2.96,2.7,2.29,3.13,2.35,9.63,78.11689577,57433,1756.29,140.36,1,,,,LargeCap
MOTILALOFS,HWV,FINANCIAL SERVICES,#REF!,#REF!,1020,1.29,1100,1010,0.072727273,0.00990099,170%,106%,84%,54%,40%,,945.7,-8%,40.84,42,1027,1%,,163.32,274.76,111.44,G,,89.77,89.04,106.27,79.45,44.97,49.04,Y,,Y,40.84,42852,84,75,9,0.01,0.53,1.65,,6.22,6.14,7.02,5.48,3.29,3.45,11.74,6.286362526,14735,163.32,14.35,1,,,,MidCap
MOTOGENFIN,HWLV,FINANCIAL SERVICES-NBFC,#N/A,#N/A,31.25,#N/A,#N/A,#N/A,#N/A,#N/A,,,,-6%,2%,,35.8,13%,20.72,260,50.55,38%,,1.413,0.8976,-0.5154,,,,0.0536,0.3474,0.4966,2.0756,-0.4401,Y,,Y,20.72,42884,6,5,1,1,0,0.73,,#REF!,0.03,0.18,0.26,1.07,-0.23,-0.03,0.001933519,61,1.413,19.3636,10,,,,MiniCap
MPHASIS,Buy,IT,#REF!,#REF!,580.3,-1.25,583.55,572.1,0.00556936,0.014333159,27%,10%,4%,-2%,0%,TB,606,4%,15.59,15,624,7%,,667.781,619.423,-48.358,G,,,204.354,210.726,204.343,160.349,168.778,Y,,Y,15.59,42880,320,317,3,0,0,0.05,,#REF!,9.7,10.28,9.72,9.13,8.02,34.38,8.01195646,12211,667.781,210.391,10,,,,MidCap
MPSLTD,BWLV,MEDIA-ENTERTAINMENT,#N/A,#N/A,645.15,#N/A,#N/A,#N/A,#N/A,#N/A,5%,-2%,-1%,-5%,-6%,TB,717.85,10%,15.71,17,799,19%,,71.24,54.1,-17.14,G,,15.87,17.2,20.14,16.76,22.31,17.02,Y,,Y,15.71,42865,22,23,-1,0,3.41,0,,8.52,9.24,10.82,9,11.98,9.14,38.26,0.518373801,1201,71.24,18.62,10,,,,SmallCap
MRF,Buy,AUTO-TYRES AND TUBES,#N/A,#N/A,65936.7,0.43,67371.8,65902.1,0.021301197,0.000525021,65%,39%,28%,27%,8%,,70500,6%,19.28,24,70500,6%,,2366.01,1164.3,-1201.71,,,286.77,288.08,385.29,490.93,375.8,415.59,Y,,Y,19.28,42859,283,250,33,0.47,0.09,0.35,,676.17,679.26,908.46,1157.54,888.33,979.9,5578.68,68.93961099,27965,2366.01,4.24,10,,,,LargeCap
MRO-TEK,Exit,IT,#N/A,#N/A,50.05,#N/A,#N/A,#N/A,#N/A,#N/A,44%,-15%,-16%,-22%,-8%,,73.5,32%,0,-13,88.4,43%,,-28.6938,6.0215,34.7153,,,,-1.7355,0.4467,7.3103,-7.2053,-12.6948,,,,0,42769,1,2,-1,0,0,-8.71,FB,#REF!,-0.93,0.57,3.8,-1.94,-2.74,-9.39,0.267391844,94,-28.6938,9.3423,5,,,,MiniCap
MRPL,Buy,ENERGY-OIL & GAS,CRUDE OIL,Down,133.55,-0.56,134.75,132.7,0.00890538,0.006405426,62%,55%,37%,23%,25%,,135.85,2%,7.69,10.33668731,136.95,2%,,280.64,1702.13,1421.49,G,,,565.99,415.86,720.28,1342.43,294.53,Y,,Y,7.69,42872,202,199,3,0,0,2.17,,#REF!,3.23,2.37,4.11,7.66,1.63,4.05,14.13301186,23406,280.64,1752.6,10,,,,LargeCap
MSPL,Exit,METALS AND MINING,#N/A,#N/A,13.9,#N/A,#N/A,#N/A,#N/A,#N/A,52%,27%,-1%,4%,8%,,16.8,17%,0,-1,17.7,21%,,-178.4451,-101.2617,77.1834,,,,-52.6823,-29.7429,-18.8365,-37.0685,-62.2343,,,,0,42779,1,1,0,100,0,2.13,FB,#REF!,-5.98,-3.38,-2.14,-4.21,-7.06,-20.26,0.027788447,122,-178.4451,88.1,10,,,,MiniCap
MTEDUCARE,Exit,IT,#REF!,#REF!,83.75,1.19,87,83.5,0.037356322,0.002994012,-46%,-24%,-34%,-13%,-1%,TB,134,38%,16.8,-18.86261261,199.9,58%,,32.1878,14.8137,-17.3741,,,,-4.4361,12.4356,6.8142,4.9495,7.8421,,,,16.8,42866,16,18,-2,78.29,2.38,0.24,FB,#REF!,-1.11,3.12,1.71,1.24,1.97,8.12,3.055721648,333,32.1878,39.8208,10,,,,MiniCap
MTNL,Exit,INFRA-TELECOM,#N/A,#N/A,25.1,-1.79,25.4,24.55,0.011811024,0.022403259,39%,38%,23%,10%,5%,,27.45,9%,0,0,27.45,9%,,-2012.24,-2306.3,-294.06,,,,-819.96,-768.32,-718.02,174.58,-704.93,,,,0,42885,70,62,8,0,0,-3726.37,FB,#REF!,-13.02,-12.2,-11.4,2.77,-11.19,-31.94,7.409596027,1581,-2012.24,630,10,,,,SmallCap
MUKANDENGG,HWLV,INFRA-CONSTRUCTION ENGINEERING AND MATERIALS,#N/A,#N/A,62,0.16,63.05,61.6,0.01665345,0.006493506,104%,101%,72%,57%,28%,,64.15,3%,39.32,119,64.15,3%,,-6.68,1.53,8.21,,,,0.16,1.04,0.33,0.46,-4.22,Y,,Y,39.32,42879,18,18,0,1.37,0,0.87,,#REF!,0.13,0.83,0.26,0.36,-3.35,-5.31,0.165462126,78,-6.68,12.58,10,,,,MiniCap
MUKANDLTD,HWV,METALS AND MINING,"pig iron, coke",#REF!,84.2,-1.78,84.85,81.7,0.007660577,0.030599755,178%,75%,32%,30%,-1%,,88,4%,48.53,140,88,4%,,-3.42,18.46,21.88,,,,2.15,6.05,10.26,6.0237,0.2862,Y,,Y,48.53,42779,46,46,0,17.9,0,12.61,,#REF!,0.15,0.43,0.73,0.43,0.02,-0.53,1.612217652,1191,-3.42,141.41,10,,,,SmallCap
MUKTAARTS,TA,MEDIA-ENTERTAINMENT,#REF!,#REF!,102.35,-2.3,102.8,99.55,0.004377432,0.02812657,79%,22%,14%,12%,2%,,115.9,12%,0,853,132.55,23%,,-2.802,-1.122,1.68,,,,0.058,-1.1355,-0.0445,-2.6218,2.1229,,Y,Y,0,42775,2,2,0,0,0,2.04,,#REF!,0.03,-0.5,-0.02,-1.16,0.94,-1.24,0.606089299,231,-2.802,11.2906,5,,,,MiniCap
MUNJALAU,BWLV,AUTO-AUTO ANCL AND COMPONENTS,NA,#REF!,100.5,-0.1,103.05,99.8,0.024745269,0.007014028,36%,17%,12%,4%,0%,TB,106.8,6%,17.21,20,116.8,14%,,20.076,22.6615,2.5855,G,,,6.2501,8.3287,8.0827,6.3692,5.258,Y,,Y,17.21,42770,13,13,0,0,1.39,0.24,,#REF!,1.25,1.67,1.62,1.27,1.05,4.02,0.378138944,503,20.076,10,2,,,,MiniCap
MUNJALSHOW,BWLV,AUTO-AUTO ANCL AND COMPONENTS,NA,#REF!,199.6,2.68,220,198.3,0.092727273,0.006555724,36%,12%,5%,1%,-7%,TB,234,15%,13.14,14,258.7,23%,,61.1523,46.8916,-14.2607,G,,,14.3276,18.0077,14.5563,13.9063,14.4604,Y,,Y,13.14,42874,20,23,-3,0,2,0,,#REF!,3.58,4.5,3.64,3.48,3.62,15.29,0.703820459,798,61.1523,7.9993,2,,,,MiniCap
MURUDCERA,RS,REALTY-HOUSEHOLD,#N/A,#N/A,43.5,#N/A,#N/A,#N/A,#N/A,#N/A,110%,62%,36%,38%,0%,,53.8,19%,92.92,91,53.8,19%,,1.5703,1.3089,-0.2614,,,,0.4756,0.5461,0.2872,0.6967,0.2731,Y,,Y,92.92,42760,12,10,2,0,0,0.33,FB,#REF!,0.12,0.13,0.07,0.17,0.06,0.38,0.239610646,187,1.5703,40.8217,10,,,,MiniCap
MUTHOOTCAP,HWLV,FINANCIAL SERVICES,#N/A,#N/A,426.6,0.8,431,424.8,0.010208817,0.004237288,94%,120%,73%,61%,55%,,440,3%,17.75,21,444.65,4%,,22.85,18.98,-3.87,G,,11.12,6.44,8.06,4.48,6.87,6.06,Y,,Y,17.75,42843,3,3,0,0,0,5.15,,8.92,5.16,6.46,3.59,5.51,4.86,18.32,0.385057787,532,22.85,12.47,10,,,,MiniCap
MUTHOOTFIN,Buy,JEWELLERY,#REF!,#REF!,398.8,-0.5,401.95,395,0.007836796,0.009620253,120%,50%,30%,12%,8%,,410.8,3%,14.16,13.78976487,419.4,5%,,817.8398,858.0526,40.2128,G,,,291.0608,296.7236,270.2682,265.2213,186.6677,Y,,Y,14.16,42873,232,237,-5,0,1.5,2.45,,#REF!,7.23,7.38,6.71,6.56,4.65,20.22,11.78922802,15931,817.8398,399.4557,10,,,,LargeCap
MVL,Exit,REALTY,#N/A,#N/A,0.65,#N/A,#N/A,#N/A,#N/A,#N/A,83%,8%,18%,30%,30%,,0.65,0%,0,-8,0.7,7%,,-4.2593,-3.2825,0.9768,,,,-1.0602,-0.8203,-1.402,-4.0493,-0.2288,,,,0,42780,11,11,0,30.62,0,1.55,FB,#REF!,-0.02,-0.01,-0.02,-0.07,0,-0.07,0.023372394,39,-4.2593,60.1243,1,,,,MiniCap
N100,Exit,ETF,#N/A,#N/A,374.14,#N/A,#N/A,#N/A,#N/A,#N/A,35%,5%,1%,-12%,-2%,TB,428,13%,,#REF!,428,13%,,,,,,,,,,,,,,,,,,,,,,,,FB,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.047668739,#REF!,#REF!,#REF!,#REF!,,,,#REF!
NAGAAGRI,NL,#REF!,#N/A,#N/A,29.2,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,31.05,6%,40.15,#REF!,31.05,6%,,,,,,,,,,,,,,,,40.15,42882,1,,,40.1,0.34,1.16,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#N/A,456,#REF!,#REF!,1,NAGAAGRI,,,MiniCap
NAGAFERT,NL,FERTILISERS,#N/A,#N/A,19.15,#N/A,#N/A,#N/A,#N/A,#N/A,,120%,60%,63%,-1%,,20.4,6%,0,-14.08088235,20.4,6%,,-110.5794,-69.6975,40.8819,,,,-20.2691,-12.0976,-37.3308,-74.9662,32.242,,,,0,42775,107,109,-2,76.56,0,1.03,FB,#REF!,-0.34,-0.2,-0.62,0,0.54,-1.85,0.285262681,1145,-110.5794,59.8065,1,NAGAFERT,,,SmallCap
NAGAROIL,Exit,ENERGY-OIL & GAS,#N/A,#N/A,4.75,#N/A,#N/A,#N/A,#N/A,#N/A,27%,9%,-1%,-1%,3%,TB,6.1,22%,0,-29.6875,9.15,48%,,-3.3151,-185.0681,-181.753,,,,-1.855,-182.67,-0.5431,-1.0544,-0.6295,,,,0,42881,79,79,0,61.6,0,0.04,FB,#REF!,-0.04,-4.27,-0.01,-0.02,-0.01,-0.1,0.137522097,203,-3.3151,42.8182,1,,,,MiniCap
NAGREEKCAP,Exit,FINANCIAL SERVICES,#N/A,#N/A,16.75,#N/A,#N/A,#N/A,#N/A,#N/A,,,47%,27%,34%,,20.15,17%,3.83,-1.82860262,20.5,18%,,-17.608,-8.8527,8.7553,,,,-2.8826,-3.2577,-2.7124,14.5732,-13.7495,,,,3.83,42780,11,11,0,0,0,2.82,FB,#REF!,-2.29,-2.58,-2.15,11.55,-10.9,-13.96,0.001703865,21,-17.608,6.3077,5,,,,MiniCap
NAGREEKEXP,HWLV,TEXTILES AND APPAREL,#N/A,#N/A,37.65,#N/A,#N/A,#N/A,#N/A,#N/A,68%,20%,9%,18%,-4%,,44,14%,17.38,20.91666667,44.2,15%,,2.5393,3.0321,0.4928,,,,0.5617,1.0091,1.4613,-0.3489,0.6475,Y,,Y,17.38,42780,11,11,0,0,0,1.9,,#REF!,0.45,0.81,1.17,-0.28,0.52,2.03,0.009965925,47,2.5393,6.255,5,,,,MiniCap
NAHARCAP,HWLV,FINANCIAL SERVICES-NBFC,#N/A,#N/A,109.75,#N/A,#N/A,#N/A,#N/A,#N/A,78%,28%,13%,7%,9%,,113.95,4%,8.07,22.67561983,113.95,4%,,9.9502,21.3127,11.3625,,,,2.0208,10.1704,9.1215,1.3013,0.6933,Y,,Y,8.07,42779,36,36,0,0,1.36,0.02,,#REF!,1.21,6.07,5.45,0.78,0.41,23.76,0.048652191,184,9.9502,8.3731,5,,,,MiniCap
NAHARINDUS,BWLV,TEXTILES AND APPAREL,#REF!,#REF!,136.85,0.37,139.9,135.8,0.021801287,0.007731959,116%,36%,12%,17%,21%,,149.9,9%,6.12,9,149.9,9%,,42.8956,65.1727,22.2771,G,,,15.2232,30.2129,19.7366,23.9749,13.9234,Y,,Y,6.12,42780,55,55,0,0,0.73,1.35,,#REF!,3.82,7.59,4.95,6.02,3.5,9.87,1.124390478,545,42.8956,39.8351,10,,,,MiniCap
NAHARPOLY,HWLV,FMCG-PACKAGING,#N/A,#N/A,63.25,#N/A,#N/A,#N/A,#N/A,#N/A,88%,15%,3%,12%,4%,,69,8%,12.3,21,75.45,16%,,10.6569,9.2929,-1.364,,,,1.8726,3.5741,3.8462,3.4418,1.6554,Y,,Y,12.3,42779,15,15,0,0,0.79,0.13,,#REF!,0.76,1.45,1.56,1.4,0.67,6.1,0.186859496,156,10.6569,12.294,5,,,,MiniCap
NAHARSPING,HWLV,TEXTILES AND APPAREL,#N/A,#N/A,142.65,#N/A,#N/A,#N/A,#N/A,#N/A,53%,27%,1%,7%,5%,,164.35,13%,10.53,33,164.35,13%,,49.8928,41.1442,-8.7486,,,,3.9112,22.2285,15.0045,7.7778,9.3356,,,,10.53,42779,53,53,0,0,1.05,1.14,,#REF!,1.08,6.16,4.16,2.16,2.59,13.83,0.832072477,514,49.8928,18.0327,5,,,RS2,MiniCap
NAKODA,Exit,TEXTILES AND APPAREL,#N/A,#N/A,0.4,#N/A,#N/A,#N/A,#N/A,#N/A,80%,-11%,0%,0%,0%,,0.55,27%,0,0,0.75,47%,,-356.8285,-59.4818,297.3467,,,,-18.3399,-19.8493,-21.2926,-23.9212,-21.202,,,,0,42776,1,1,0,4.54,0,-5.6,FB,#REF!,-0.61,-0.33,-0.71,-0.06,-0.71,-7.41,0.006214171,12,-356.8285,150,5,,,,MiniCap
NATCOPHARM,HWV,PHARMA,#REF!,#REF!,897.8,1.69,921,907.95,0.025190011,-0.01117903,109%,57%,35%,12%,6%,,1015.95,12%,42.36,20,1015.95,12%,,153.84,308.49,154.65,G,,,194.84,66.22,47.43,60.45,36.67,Y,,Y,42.36,42780,201,182,19,0,0.13,0.08,,#REF!,11.16,3.78,2.73,3.45,2.13,9.08,25.99618719,15649,153.84,34.86,2,,,,LargeCap
NATHBIOGEN,Exit,FMCG-FOOD,#N/A,#N/A,214.05,#N/A,#N/A,#N/A,#N/A,#N/A,93%,56%,48%,32%,44%,,228.4,6%,23.02,73,233.9,8%,,14.1675,18.4658,4.2983,,,,1.1726,0.7983,16.4949,-3.589,0.5785,Y,,Y,23.02,42885,15,15,0,80.63,0,0.48,FB,#REF!,0.73,0.5,10.31,-2.24,0.36,8.85,0.672374608,343,14.1675,16.004,10,,,,MiniCap
NATIONALUM,Buy,METALS AND MINING,"Caustic Soda, Aluminium",#REF!,67.7,0.15,68.2,67.25,0.007331378,0.00669145,102%,24%,-8%,-2%,-12%,,79.95,15%,21.47,23,79.95,15%,,731.03,400.16,-330.87,,,,143.92,121.23,135.01,207.94,147.88,Y,,Y,21.47,42779,198,191,7,0,2.95,0,,#REF!,0.74,0.63,0.52,0.81,0.57,2.84,16.91641174,13086,731.03,966.46,5,,,,MidCap
NATNLSTEEL,HWLV,METALS AND MINING,#N/A,#N/A,26.45,#N/A,#N/A,#N/A,#N/A,#N/A,113%,55%,14%,10%,4%,,30.2,12%,3.42,7,30.2,12%,,25.49,13.97,-11.52,,,,4.3,3.34,6.33,20.42,1.18,Y,,Y,3.42,42748,22,22,0,0,0,0.85,,#REF!,0.97,0.75,1.42,4.44,0.26,6.18,0.048849438,118,25.49,44.5,10,,,,MiniCap
NAUKRI,HWV,IT,#REF!,#REF!,849.1,-0.74,850,840.85,0.001058824,0.0098115,7%,-1%,3%,-1%,6%,TB,881.55,4%,44.96,54,1025,17%,,-511.803,171.537,683.34,G,,,47.115,80.067,44.355,57.184,21.734,Y,,Y,44.96,42884,176,181,-5,0,0.35,0,,#REF!,3.91,6.54,3.6,4.7,1.79,-20.78,3.218210735,10292,-511.803,121.116,10,,,,MidCap
NAVINFLUOR,Buy,CHEMICALS,#REF!,#REF!,3055.5,0.47,3089.95,2994.4,0.011149048,0.020404756,87%,30%,18%,20%,0%,,3240,6%,22.19,37,3240,6%,,83.5039,104.632,21.1281,G,,29.383,20.5901,55.4366,28.6053,31.5032,13.5898,Y,,Y,22.19,42853,102,97,5,7.66,1.03,0.13,,29.76,20.86,56.16,28.99,31.97,13.8,84.75,2.256465145,2992,83.5039,9.7899,10,,,,SmallCap
NAVKARCORP,HWV,TRANSPORTATION LOGISTICS,#REF!,#REF!,215.45,1.51,221.65,216.35,0.027972028,-0.004159926,-1%,35%,28%,30%,22%,,219.5,2%,33.57,40,225,4%,,95.1329,65.3741,-29.7588,,,,19.4585,22.4085,23.5071,25.7952,28.7853,Y,,Y,33.57,42774,58,66,-8,0,0,0.34,,#REF!,1.36,1.57,1.65,1.81,2.02,7.4,2.296777547,3072,95.1329,142.608,10,,,,SmallCap
NAVNETEDUL,Buy,MEDIA-ENTERTAINMENT,#N/A,#N/A,164.75,-0.03,166.95,164,0.013177598,0.004573171,100%,52%,34%,14%,1%,,175,6%,24.6,78,175,6%,,124.28,144.78,20.5,G,,,12.64,18.58,113.56,12.13,6.77,Y,,Y,24.6,42881,66,49,17,0,1.33,0.18,,#REF!,0.53,0.78,4.77,0.51,0.28,4.34,2.014425302,3848,124.28,47.64,2,,,,SmallCap
NBCC,Exit,INFRA-CONSTRUCTION ENGINEERING AND MATERIALS,#REF!,#REF!,198.1,-0.93,199.75,195,0.008260325,0.015897436,38%,36%,10%,17%,15%,,206,4%,55.34,46,206,4%,,311.1148,180.6709,-130.4439,,,,65.0052,69.4566,46.2091,141.475,57.2701,Y,,Y,55.34,42779,91,84,7,0,1,0,FB,#REF!,1.07,1.15,0.79,2.36,4.77,5.19,26.57356445,17829,311.1148,120,2,,,,LargeCap
NBIFIN,NL,FINANCIAL SERVICES-NBFC,#N/A,#N/A,4230,#N/A,#N/A,#N/A,#N/A,#N/A,,,320%,75%,14%,,5040,16%,113.68,-8134.615385,5040,16%,,3.4127754,2.4151,-0.9976754,,,,-0.0168,2.6515,-0.2196,2.156,1.1788,,,,113.68,42772,,,,0,0,0,FB,#REF!,-0.13,21.58,-1.79,17.55,9.6,33.27,0.014541159,520,3.4127754,1.2284,10,NBIFIN,,,MiniCap
NBVENTURES,Buy,INFRA-POWER,#REF!,#REF!,147.9,-1.08,149.9,146.15,0.013342228,0.011973999,62%,37%,34%,31%,18%,,155,5%,16.53,28,155,5%,,301.3401,60.4503,-240.8898,,,,24.9905,6.2523,29.2075,112.3278,76.4769,,,,16.53,42765,60,62,-2,0,2.02,1.06,,#REF!,1.31,0.33,1.67,0,4.25,32.18,2.292516341,2641,301.3401,35.7151,2,,,,SmallCap
NCC,HWV,INFRA-CONSTRUCTION ENGINEERING AND MATERIALS,#N/A,#N/A,95.4,0.68,97.7,95.5,0.023541453,-0.00104712,11%,27%,16%,14%,16%,,101.5,6%,47.98,23,101.5,6%,,90.35,161.79,71.44,G,,,58.27,51.18,52.34,70.05,56.64,Y,,Y,47.98,42775,247,251,-4,49.56,0.62,0.97,,#REF!,1.05,0.92,0.94,1.26,1.02,1.99,29.92285546,5304,90.35,111.19,2,,,,MidCap
NCLIND,Exit,CEMENTS,#REF!,#REF!,215.1,-0.67,217.5,213.5,0.011034483,0.007494145,118%,95%,71%,31%,8%,,226,5%,15.32,10,226,5%,,53.0791,40.0411,-13.038,G,,,18.8323,12.0641,9.1447,11.5997,6.1686,Y,,Y,15.32,42779,27,27,0,88.22,0.92,0.52,FB,#REF!,5.13,3.28,2.49,3.16,1.68,14.45,2.159859542,790,53.0791,36.7328,10,,,,MiniCap
NDGL,NL,FINANCIAL SERVICES-NBFC,#N/A,#N/A,418,#N/A,#N/A,#N/A,#N/A,#N/A,,20%,8%,,8%,,474.7,12%,5.13,-9.748134328,511.3,18%,,2.2645,9.0202,6.7557,,,,-1.0715,7.7484,2.3433,-0.8682,-0.3783,,,,5.13,42775,,,,0,0.59,0,FB,#REF!,-10.72,77.48,23.43,-8.68,-3.78,180.39,0.007337942,42,2.2645,1,10,NDGL,,,MiniCap
NDL,HWLV,TEXTILES AND APPAREL,#REF!,#REF!,120.1,7.99,131.7,118.85,0.088078967,0.010517459,3%,13%,2%,2%,1%,TB,132,9%,9.99,16,165.9,28%,,63.3222,41.0523,-22.2699,,,,8.7846,16.2957,15.972,16.5673,15.6488,Y,,Y,9.99,42884,6,10,-4,3.57,1.33,1.48,,#REF!,1.83,3.39,3.41,3.55,3.4,13.57,0.69484319,577,63.3222,48.0491,10,,,,MiniCap
NDTV,Exit,MEDIA,#REF!,#REF!,68.05,0.15,69,68,0.013768116,0.000735294,-34%,0%,-7%,-5%,-1%,TB,78.8,14%,0,-5.927700348,101.5,33%,,-75.64,-78.99,-3.35,,,,-18.69,-18.48,-41.82,-4.49,-15.72,,,,0,42867,5,5,0,0,0,1.53,FB,#REF!,-2.87,-2.67,-5.95,-0.12,-1.94,-8.5,0.330118999,439,-75.64,25.79,4,,,,MiniCap
